adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/sW0X1265yuRHUorLKCrJDv9TJD7.jpg,"[28, 53]",1491902,th,ปัง,"Follows a ruthless hitman who, after narrowly escaping a fatal attempt on his life, betrays his gang in an effort to find forgiveness but ends up becoming a target himself.",37.9084,/8SUzKOqe2ectvhYdSnR7Vq2F3n1.jpg,2025-07-11,Bang,False,6.652,66
False,/ZtcGMc204JsNqfjS9lU6udRgpo.jpg,"[28, 18]",911430,en,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,37.8584,/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg,2025-06-25,F1,False,7.776,3260
False,/ncI1PlBcANixIkgQSnjsSRz4OyT.jpg,"[28, 53, 9648]",1439112,en,Muzzle: City of Wolves,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.",37.3453,/8qTMRmC07XCGidnKQFLbRM3FoDU.jpg,2025-11-13,Muzzle: City of Wolves,False,6.748,103
False,/eFUtmW3XqK4MVwPotko0pm6oMRK.jpg,"[27, 53]",1315303,en,Primate,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",37.2159,/5Q1zdYe9PYEXMGELzjfjyx8Eb7H.jpg,2026-01-01,Primate,False,6.339,96
False,/3kps0wiGFMRVkSXxbebbAUeWrN3.jpg,"[12, 16, 28, 10770, 35]",1147411,fr,"Miraculous World : Tokyo, Stellar Force","Kagami drags Marinette to Tokyo to help the Stellars defeat a new supervillain, but Marinette soon realizes her friend has another, untold reason for this trip to Japan.",36.8342,/vFaopnGXRXxRf4z2Z3IgA1QtOyV.jpg,2025-12-07,"Miraculous World: Tokyo, Stellar Force",False,9.176,17
False,/b4uXVgLCOxx2c9VbyppdSD9G3Xq.jpg,"[80, 18, 53]",1220564,pt,O Agente Secreto,"Brazil, 1977. Marcelo, a technology expert in his early 40s, is on the run. Hoping to reunite with his son, he travels to Recife during Carnival but soon realizes that the city is not the safe haven he was expecting.",36.5976,/iLE2YOmeboeTDC7GlOp1dzh1VFo.jpg,2025-07-23,The Secret Agent,False,7.632,276
False,/yCatt8lmp3oRFEcOZF8KHhsiASQ.jpg,"[28, 10752]",1223601,fi,Sisu 2,"Returning to the house where his family was brutally murdered during the war, ""the man who refuses to die"" dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.",36.1114,/jNsttCWZyPtW66MjhUozBzVsRb7.jpg,2025-10-21,Sisu: Road to Revenge,False,7.414,520
False,/j5MdNZz3Seyj9vIIjeaF9M0yJFS.jpg,"[18, 28, 10749]",111646,en,Biyaheng Langit,"Biyaheng Langit tells the story of Bea, a young Filipino-American (Joyce Jimenez). Bea is bored; all she wants in life is to raise five thousand dollars so that she can live independently in the United States. To relieve her boredom, Bea follows her grandmother (Nida Blanca) to the casino, where they gamble all night; this is where she meets Danny (Mark Anthony Fernandez), a runner who collects money from the tables for Bosing (Bembol Roco).",35.9181,/pqNk7q4Ce28rsXsC8q5cptdYnsl.jpg,2000-10-25,Biyaheng Langit,False,2.0,2
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"[16, 12, 10751, 35]",269149,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",35.4586,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,2016-02-11,Zootopia,False,7.758,17614
False,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,"[18, 10749, 53]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",35.1859,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.761,3985
False,/dFdFQaffaBNBNM5hzinc6Q0oWDZ.jpg,"[10749, 35]",1433842,en,Relationship Goals,"When TV producer Leah Caldwell aims to become the first woman running New York's top morning show, her ex competes for the same role. Leah stays focused on her career, until chemistry with her ex challenges her priorities.",35.0987,/o7dVxvZIKnAB7k1eeeWp2k14Es7.jpg,2026-02-04,Relationship Goals,False,3.8,13
False,/s6aB9kjxNg0mu2361IkCUSpyHJV.jpg,"[80, 53, 35]",639988,ko,어쩔수가없다,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",34.5732,/sBpxTGLzKnvPSVtL5yQYpSxvKEb.jpg,2025-09-24,No Other Choice,False,7.7,584
False,/2Ve7sjxLb3rKG8qJ1t7QEuNI0UM.jpg,[18],1241742,tl,EKS,"Three compelling stories in one erotic experience. Yen Durano plays three different women in three titillating stories. In a collaboration of three directors: Roman Perez, Jr., Sigrid Polon, and Omar Deroca.",34.3571,/gcK3HgN6IHNOviXnX11W6aFLTGv.jpg,2024-03-01,EKS,False,3.2,5
False,/cd8YDn7M0lfaHhZdU6MvCDxPalP.jpg,"[28, 12, 878]",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",34.3071,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,False,7.599,13642
False,/8jYyd9mGx5O28FX2OvfcqZfs5tB.jpg,"[27, 14, 10749]",1246049,fr,Dracula,"When a 15th-century prince’s wife is brutally murdered, he renounces God and damns heaven itself. Cursed with eternal life, he is reborn as Dracula–an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death.",34.3055,/ykyRfv7JDofLxXLAwtLXaSuaFfM.jpg,2025-07-30,Dracula,False,7.2,780
False,/fEaR0uvRZluIEEPtDuaL7CkYsCJ.jpg,"[35, 28]",1196995,ml,ഭ. ഭ. ബ.,"After the Chief Minister of Kerala is kidnapped, a determined investigator is brought in to track down the mysterious abductor, uncovering hidden motives and secrets behind the crime.",33.8189,/fMDt3o7CVXDc84WIbOskya8XkSN.jpg,2025-12-18,Bha. Bha. Ba.,False,4.3,3
False,/ufuabtiOem0kHeYz6b8x8MjBb2L.jpg,"[35, 18]",1208348,en,Rental Family,"An American actor in Tokyo struggles to find purpose until he lands an unusual gig: working for a Japanese 'rental family' agency, playing stand-in roles for strangers. As he immerses himself in his clients' worlds, he begins to form genuine bonds that blur the lines between performance and reality.",33.6988,/A5lswNlytTUrnMWsuD0NFfhZlf3.jpg,2025-11-20,Rental Family,False,7.859,322
False,,"[99, 36, 10752]",1409999,en,World War II: A History of WWII (Part 2),"This documentary begins with the story of the prelude to World War II, and goes on to analyze such events as the Treaty of Versailles, the League of Nations, rise of the dictators, the spread of fascism in Italy, the Japanese invasion of Manchuria, the Spanish Civil War, the Munich Agreement, Hitler's March into Czechoslovakia, the Blitzkrieg and invasion of Poland, the fall of Norway, and more.",33.4954,/f7fbDkpe5PcEBdgBs1qnwCcOWD7.jpg,2001-01-01,World War II: A History of WWII (Part 2),False,0.0,0
False,/aHj7d7wSLqrg5cjAcgHhiGr97Ih.jpg,"[28, 53, 878]",798645,en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",33.4569,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,2025-11-11,The Running Man,False,6.801,1109
False,/3RaVf9MWpB74kK8AtPJ7DJmfZNA.jpg,[18],1602705,id,Surat untuk Masa Mudaku,A rebellious teen and a reserved caretaker form an unlikely bond in an orphanage as they come to terms with their painful pasts.,33.3933,/iqrp25kOrskrFDOKkKQWhFkI69e.jpg,2026-01-29,A Letter to My Youth,False,6.85,10
False,/gqTz24ZRsCP6AKjARmEivY7m0cK.jpg,"[16, 28, 10749, 14]",1218925,ja,劇場版 チェンソーマン レゼ篇,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",33.3852,/pHyxb2RV5wLlboAwm9ZJ9qTVEDw.jpg,2025-09-19,Chainsaw Man - The Movie: Reze Arc,False,8.327,672
False,/nTbO6UF944b0VZrgypMK5rFYRSW.jpg,"[27, 9648]",680493,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",32.8785,/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,2026-01-21,Return to Silent Hill,False,5.1,90
False,/lf8IZ86ajGpgbuyHCZrXUeAMmvy.jpg,"[28, 12, 878]",1033462,zh,749局,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.,32.7989,/flykCMw22y6yv8vKnBjmsW3pneo.jpg,2024-10-01,Bureau 749,False,6.292,84
False,/eJ0HooOOD1uzI39CfOQNWIiWKlJ.jpg,"[28, 18, 53]",1387382,en,Hunting Season,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",32.7706,/cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg,2025-12-05,Hunting Season,False,7.164,125
False,/8btfz81bOJ2lC7cujYBTw03wzg3.jpg,"[16, 14, 12, 28]",980477,zh,哪吒之魔童闹海,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",32.4138,/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg,2025-01-29,Ne Zha 2,False,8.111,573
False,/s94NjfKkcSczZ1FembwmQZwsuwY.jpg,"[878, 12, 28]",617126,en,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",32.1795,/abqOz6EL3yXyOOafCPZxjL1M5bQ.jpg,2025-07-23,The Fantastic 4: First Steps,False,6.979,2938
False,/v1DsKWjIF9M9eB7xtIwVfU6unSW.jpg,"[35, 10751, 10402, 10770]",1548113,en,The Muppet Show,"Music, comedy, and a whole lot of chaos is bound to ensue when The Muppets once again take the stage of the original Muppet Theatre with their very special guest, Sabrina Carpenter!",32.1721,/tcwar1rL0neoLvnklL7DzYw7sN8.jpg,2026-02-03,The Muppet Show,False,6.8,15
False,/eU7IfdWq8KQy0oNd4kKXS0QUR08.jpg,"[878, 12, 28]",1061474,en,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",31.7256,/wPLysNDLffQLOVebZQCbXJEv6E6.jpg,2025-07-09,Superman,False,7.4,4261
False,/cb3xdCXws4OLcXNNqQmZHDfAKCY.jpg,[53],662659,en,Marionette,A therapist loses her grip on reality when a ten-year-old boy claims he can control her future.,31.3702,/wNNAGw2TsYW4c3if252c6Il1fEc.jpg,2020-09-28,Marionette,False,6.313,67
False,/xsO1Qgru8sETLTcVla8MrqxOVr0.jpg,"[36, 18]",1214931,en,Nuremberg,"In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man.",31.3416,/7cWTGH2svfNHWVRjsfKIBob9pDj.jpg,2025-11-06,Nuremberg,False,7.371,521
False,/kF3ruatQCQVDEDqHVLXgWEF17TU.jpg,"[16, 14, 35]",1280869,ja,Fate/kaleid liner プリズマ☆イリヤ 運動会 DE ダンス！,An OVA released between the first season of Fate/Kaleid Liner Prisma Illya and Fate/Kaleid Liner Prisma Illya 2Wei!,30.8675,/qaC8H3FengQcTxjFmlPBCcAJTff.jpg,2014-03-10,Fate/kaleid liner Prisma☆Illya: Dance at the Sports Festival!,False,8.0,1
False,/xnHVX37XZEp33hhCbYlQFq7ux1J.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",30.8471,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,1997-12-18,Titanic,False,7.9,26732
False,/d95WgAQXqDVlqbEHdLWfyvRG2ms.jpg,"[36, 18]",1287322,en,Christy,"Christy Martin never imagined life beyond her small-town roots in West Virginia—until she discovered a knack for punching people. Fueled by grit, raw determination, and an unshakable desire to win, she charges into the world of boxing under the guidance of her trainer and manager-turned-husband, Jim. But while Christy flaunts a fiery persona in the ring, her toughest battles unfold outside it—confronting family, identity, and a relationship that just might become life-or-death.",30.7234,/ssy1uHGZkuXLkIWJWrtsBczPvVC.jpg,2025-11-06,Christy,False,7.333,72
False,/3TmRl1fhY3DH0ZN4c4dMrggyKAt.jpg,"[35, 37]",30801,en,Son of Paleface,"Peter Potter Jr. returns to claim his father's gold, which is nowhere to be found.",30.4628,/caCpFT0SjltDb0uy29LWv2MRvr7.jpg,1952-07-14,Son of Paleface,False,6.3,34
False,/pAyImoslSnpMgjRwhaS5ZEdl8UI.jpg,"[28, 53]",1448560,en,Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,30.392,/h893ImjM6Fsv5DFhKJdlZFZIJno.jpg,2025-11-19,Wildcat,False,6.1,86
False,/tSPT36ZKlP2WVHJLM4cQPLSzv3b.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",27.0662,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.687,22404
False,/wDKJqWo8bwqdJCPQJNemeRDioKI.jpg,[],1483088,tr,Aşkın Yüzü,"High school student Özgür has a rare disease: face blindness. When he meets Özlem, he feels a magical connection and wants to pursue love for the first time in his life. But his disease causes a huge problem that Özlem needs to solve.",25.2208,/1yhTZRtl7ZSMoPGpmMhL1iq0fxD.jpg,2025-06-06,Aşkın Yüzü,False,0.0,0
False,/79PNOxNXSe5e0bhEj11QJPlsdCN.jpg,"[14, 10751, 28, 12]",1087192,en,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",27.0067,/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg,2025-06-06,How to Train Your Dragon,False,7.947,2550
